date,machine,machine_type,manufacturer,age,last_maintenance_days,total_maintenance_cost,temperature,pressure,vibration,energy_consumption,noise_level,humidity,operating_hours,fault
2023-01-01,52,Lathe,ABB,2,59,3529.584888288961,0.5747221510005243,0.37431167017091876,0.5999601705453704,0.736558204937013,0.7310009721448533,0.5984371281963397,3201,0
2023-01-02,93,Lathe,Siemens,6,237,2944.4794981152004,0.5520582912516012,0.4246422573466714,0.2079741677252413,0.5273209417957321,0.3062708974105859,0.2441809093188419,3687,0
2023-01-03,15,CNC,Fanuc,8,339,4806.340506070142,0.5537677695978553,0.14773817574300618,0.24907986220159412,0.5277052377019542,0.40837036157860684,0.9466599687018401,2284,0
2023-01-04,72,CNC,Siemens,1,335,4112.05669894065,0.7643501841004876,0.38424538891698423,0.21020313193294415,0.37717168803070417,0.4569477624252398,0.29909712758822093,4181,0
2023-01-05,61,CNC,Mitsubishi,6,133,3429.1687441327176,0.4584137718191098,0.7717368235219062,0.3039031054286586,0.38667954936319393,0.20691215054677095,0.7173808092995497,8305,0
2023-01-06,21,Robotic,ABB,9,336,3232.6652488022632,0.711245437396988,0.7991358161840277,0.27468559721531877,0.5062099657326947,0.2677184467594902,0.7825926729008246,4270,0
2023-01-07,83,Lathe,ABB,2,261,3721.8958953791503,0.2870951882850328,0.17869695586591244,0.7187610237065225,0.5043226932577255,0.34462774204171787,0.5358446480707367,4935,0
2023-01-08,87,Milling,ABB,1,341,2619.803289825878,0.47434334885267215,1.0156276556186183,0.19608950699540234,0.4801525909942418,0.42406826706187195,0.24514708659443235,332,0
2023-01-09,75,Robotic,Mitsubishi,2,337,6085.346152782198,0.48659217562430973,0.8097625971609634,0.49609426233408327,0.5601639510219459,0.5756920696266972,0.5277402964596372,6348,0
2023-01-10,75,Robotic,ABB,5,41,7252.316079288963,0.23834446317191482,1.12007391078804,0.6822451923781068,0.41441338497884495,0.17850463688623572,0.4843168536543103,3400,0
2023-01-11,88,Robotic,Mitsubishi,6,73,5803.0746558185465,0.5090053083469737,0.8766263288305538,0.8640251515057309,0.5803516995718827,0.4022926495963434,0.11788847670385211,1500,1
2023-01-12,100,Milling,ABB,1,296,7765.61296522418,0.5231598533041314,1.0729895594373353,0.614878895938389,0.7624291040680014,-0.19432474156839363,0.4340126013616678,7922,1
2023-01-13,24,CNC,Siemens,7,318,3318.8786618782297,0.6194688677190396,0.7046785976282761,0.07111552605108029,0.9045020074812499,0.3862484547687996,0.24149989531103572,8073,0
2023-01-14,3,Milling,Siemens,4,21,3502.6787577041678,0.596424970030991,0.4058987328578896,0.4310715678216176,0.35988887333643205,0.4685545853546212,0.4944494129523001,7720,0
2023-01-15,22,CNC,Siemens,9,219,5884.537044719216,0.24450435857102354,0.665326612362711,0.7142618502919997,0.7440058944138831,0.43068964414123034,0.6424000069101621,5160,1
2023-01-16,53,Milling,Siemens,6,78,6144.470733384561,0.7391884780944908,0.04048165694234995,0.20495724419958927,0.6585926099565318,0.7955740521843389,0.4621588768528564,613,0
2023-01-17,2,Lathe,Mitsubishi,9,234,5030.583990591615,0.4075089987825147,0.5597778949204357,0.898620381782451,0.7433127975858753,0.2695639229865091,0.7367127475294393,5050,1
2023-01-18,88,Robotic,Fanuc,1,156,4950.360755507743,0.37903356829692386,0.5886952163959663,0.8919782211083485,0.9021932710601008,0.3299994579660359,0.5976683771118961,8166,0
2023-01-19,30,Robotic,Fanuc,4,326,2867.7251957383123,0.5980516973066525,0.8413632031087492,0.6508948067750453,0.8042914308005938,0.3564500701683867,0.3174619105045082,1911,0
2023-01-20,38,Robotic,Siemens,2,113,-321.04599078654246,0.6702123692250409,0.6517670272965638,0.7865288227189338,0.25423778387086904,0.5024622989610293,0.36180569118203587,1059,0
2023-01-21,2,CNC,Fanuc,6,289,6115.174811349362,0.40557424607945086,0.4896766851197757,0.8628079187539064,0.5165923132208158,0.7539850556073099,0.7521486380387654,8416,1
2023-01-22,64,Milling,Fanuc,4,95,6963.647545766784,0.49113033704121384,0.25057921785926657,0.518874833379264,0.3413927743378803,0.6156572197778702,0.457013097173819,2749,0
2023-01-23,60,Lathe,ABB,9,129,4127.726212676385,0.682227171772512,0.4118739406469525,0.7636150480841346,0.5513164464536021,0.29871163601321044,1.050303275796217,8706,1
2023-01-24,21,Milling,Mitsubishi,3,108,3895.759836822823,0.31387338163114187,0.5440045101230221,0.15411482159371415,0.9143318586550617,0.08382637729328551,0.272442384524338,7601,0
2023-01-25,33,Robotic,Siemens,1,74,3682.4446151955235,-0.059718201178935115,0.42410353318690186,0.7176461065484281,0.6429090055990331,0.5853743721877737,0.7278419623285945,7411,0
2023-01-26,76,Lathe,Fanuc,1,274,4249.629875709343,0.6075481498672124,-0.055557963505389996,0.6184383211802762,0.5234932561110714,0.4401501079739268,0.15116169962243636,5106,1
2023-01-27,58,Lathe,Fanuc,9,19,7012.479113516759,0.6830016867847425,0.5970816123334961,1.2478510104413199,0.35173977127462297,0.548312992384683,-0.13525258619818326,7779,1
2023-01-28,22,Robotic,Siemens,9,160,3130.5175895163957,0.18113344963770628,0.48347298939292055,0.3842303833356082,0.43817714792329204,0.13116126554974084,0.5950409686827068,6907,0
2023-01-29,89,Milling,ABB,5,208,6290.939049898009,0.4959592182474316,0.4787917032459642,0.8826966715753579,0.7265359609018717,0.25818277747729407,0.05782249870040984,4985,1
2023-01-30,49,Robotic,Siemens,2,93,4004.546481930743,0.4003918044503071,0.6410312668156398,0.7851168674929161,0.33945149323218404,0.210391320605387,0.7657077683175758,2619,0
2023-01-31,91,Milling,ABB,9,81,1011.9572924695249,0.5257258859283862,0.48601819703119997,0.4677585190517158,0.8070177958621851,0.5482557247305156,0.7540259806294927,5109,0
2023-02-01,59,Lathe,Fanuc,8,351,4313.427001697833,0.08630899832929523,0.8693410733289132,0.043953174407505236,0.6657776961649535,-0.016497307020239105,0.353678968521592,3166,0
2023-02-02,42,Lathe,Mitsubishi,6,103,8278.847883409233,0.24653668078919871,0.415638076660931,0.3801638156595423,0.26983146294341886,0.12335571207944623,0.39964373732177205,315,0
2023-02-03,92,Robotic,ABB,7,236,3629.2497357650154,0.5897459779013302,0.39443269691940513,0.46646251259857663,0.795018758738173,0.45149154333171726,0.05710140260651286,255,0
2023-02-04,60,Lathe,ABB,6,259,4525.573245267975,0.4733559886985832,0.4104790829668429,0.7863465029348113,0.23588936341431982,0.008776158654838273,0.17584167076809393,1509,0
2023-02-05,80,CNC,Siemens,5,159,5016.169195692735,0.8009031725568757,0.6442582056900882,0.5836724596373188,0.178137615757182,0.4545772616715063,0.266674339395056,80,1
2023-02-06,15,Lathe,Fanuc,4,347,5394.719170317847,0.6177098930833024,0.6404417686560181,0.5102181862786824,0.6297588776561036,0.2872011862414788,0.2543449439614863,7339,0
2023-02-07,62,CNC,Mitsubishi,7,60,8084.690365735698,0.3073977692907074,0.4600525389592601,0.7471747242681648,0.6929166376872904,-0.13320535211591467,0.5362664712769907,6338,0
2023-02-08,62,Lathe,Siemens,4,37,3414.125172490182,0.643880525752726,0.5967278631779692,0.7322921949237473,0.4401490712919934,0.6156559207881271,0.8113599404508982,4013,0
2023-02-09,47,Robotic,Siemens,9,117,5021.255966125071,0.841685986594831,0.6951552704292264,0.7907683966308533,0.3485047440289051,0.0027139909721902167,0.4215610568251089,583,1
2023-02-10,62,Robotic,Mitsubishi,5,311,6517.294351187655,0.48554463727982367,0.7498129405163076,0.24468241392518247,0.46126582390196236,0.5123541750455819,0.4898009052062369,1115,0
2023-02-11,51,CNC,Fanuc,8,167,3571.772466671837,0.5805615410832987,0.5709495829459729,0.7912124504705654,0.5634350495426689,0.5992122366872785,0.5505549104631826,4208,0
2023-02-12,55,Robotic,Mitsubishi,6,336,5146.184069927762,0.6650762010430473,0.4028831672277038,0.8906007202147644,0.5237844678124206,0.46157852748542727,0.2738717760717275,1719,1
2023-02-13,64,Lathe,Siemens,4,361,6964.235750693854,0.46663572103703593,0.40322469895455665,1.3015508229430752,0.35911553052793344,0.5951523973356415,0.5245976875070835,2498,1
2023-02-14,3,Lathe,Siemens,3,68,3960.4454634928825,0.07696508187422413,0.6657266152518005,0.648867047814637,0.2529474190473796,0.09625926765446746,0.36681053090791327,8200,0
2023-02-15,51,Robotic,ABB,6,82,4653.550313473548,0.6111776585779176,0.7812202894451635,0.8271508430327332,0.42684658703105993,0.2461191983212636,0.8347234759958913,974,1
2023-02-16,7,Lathe,Mitsubishi,1,234,2696.84164440507,0.6599514223887897,0.6376841541142585,0.6379087360441028,0.3013484985660738,0.6455900625338387,0.4072310033009937,2290,0
2023-02-17,21,Milling,Mitsubishi,2,41,6893.836947470621,0.792631915665263,0.5033479077101236,0.6898010224519369,0.5886943244215859,0.6971405246851987,0.5667107561817376,2963,0
2023-02-18,73,Milling,Mitsubishi,7,98,5317.106434564222,0.27995188965568263,0.457561433384191,0.8275138620145419,0.730325285523772,0.826594126014311,0.4607265203747374,5434,1
2023-02-19,39,Lathe,Siemens,4,129,4149.191780901419,0.2891876615193875,0.8016611504892115,0.014482395277861104,0.38387189893423423,0.28890904416717045,0.42389911363098415,3105,0
2023-02-20,18,Robotic,Fanuc,5,27,4383.339560098602,0.3621843733447118,0.2931248288053253,0.5882738493373046,0.685595269320321,0.39643750830626373,0.586260192024206,2872,0
2023-02-21,4,CNC,Siemens,1,232,4981.95623885325,0.4664172231929001,0.48112970620273376,0.5978373820500605,0.8193076374608996,0.5767839940937717,0.4114939978187089,1064,0
2023-02-22,89,Robotic,ABB,2,228,5668.37386459781,0.6076798715279104,0.959995103435813,0.318227840196902,0.35852456615331074,0.33337418280132436,0.4669199926920358,3452,0
2023-02-23,60,CNC,Siemens,4,116,3694.549773744765,0.2757799413936092,0.8923599519917914,0.03943596993929033,0.5705996868919818,-0.02824838531264262,0.4325601302914224,6906,0
2023-02-24,14,Robotic,Siemens,8,325,3851.8186808171477,0.6898511464925691,0.6500463498082508,0.3608876635653385,0.5039876551880771,0.5487418358056381,0.9305741719899217,7642,0
2023-02-25,9,Lathe,Siemens,4,106,4473.34309479471,0.6797600709765738,0.47848822977394856,0.5948465057366629,0.2743530883744033,0.36857077512001424,0.4718732431290989,233,0
2023-02-26,90,Milling,ABB,3,324,5302.039772648621,0.6854745727826463,0.5366800843127743,0.4364268738043665,0.5001865399354506,0.48127686734887026,0.6434237374924394,3578,0
2023-02-27,53,Robotic,Mitsubishi,3,294,8211.86827745752,0.4379356825533291,0.621583296698423,0.5852136312096052,0.4110780513253567,0.565451227307298,0.3584901355263561,574,0
2023-02-28,2,CNC,Fanuc,5,159,3394.5252635862917,0.052996975921606904,1.1269371021791283,0.22066045719919458,0.390892470198769,0.5410075572368799,0.437890981857955,7993,0
2023-03-01,84,Milling,Fanuc,3,3,1694.0462120974958,0.8202561426967897,0.8560729206796622,0.5458374585615668,0.4507813607425524,0.48560778372908225,0.7138309687607156,4823,0
2023-03-02,92,CNC,ABB,8,148,7799.84425404188,0.3814224261698986,0.8229974349316447,0.6027676626434355,0.3962335274327955,0.44893309426843664,0.5560024445657202,5042,0
2023-03-03,60,Lathe,Mitsubishi,5,233,3244.1738327794747,0.6435230571345609,0.5611900256453591,0.12161087658088782,0.7647465667290083,0.5275062573087583,0.8719938900104224,6193,0
2023-03-04,71,Milling,Mitsubishi,7,253,7935.090255358411,0.5243363853019855,0.47592424727256444,0.0894223046881128,0.08485045433933586,0.19164371012760226,0.3937722313369605,7932,0
2023-03-05,44,CNC,ABB,8,247,7487.163441069581,0.72574680418867,0.5507991179058753,0.7400930859378619,0.3148517758263468,0.33259420106493043,0.8821702206380728,163,1
2023-03-06,8,Robotic,Siemens,5,337,6088.601229661705,0.4897411778135048,0.8488927065279885,0.5397484276417523,0.4838095189750123,0.2520571437664929,0.4912317903794219,7148,0
2023-03-07,47,Lathe,Mitsubishi,8,352,7430.985336974171,0.5137543493979384,1.0065087860046635,0.1944808982088012,0.3318172478338041,0.36403352248523346,0.47672860212821544,6779,1
2023-03-08,35,Lathe,Fanuc,3,69,1336.8528072165323,0.5359822264060365,0.38670928168685653,0.3756838064101166,0.6369820665151831,0.34980136782642085,0.5877006969383016,3741,0
2023-03-09,78,Lathe,ABB,7,202,2295.245850501638,0.5835149692469005,0.02581244701477503,0.6418394717947181,0.5561809076794517,0.044631224934201186,0.4575854045928557,498,1
2023-03-10,81,Robotic,Fanuc,8,301,5568.226590700369,0.25293835202192017,0.5373152789123179,0.22405721320383537,0.47191869453204616,0.2635046071085142,0.6781459082051516,3658,0
2023-03-11,36,Robotic,Siemens,7,147,4226.44960540343,0.8751252448360272,0.8652521173027725,0.9632103134588916,0.5176081063815623,0.6090033135475431,0.4728136484100814,5497,1
2023-03-12,50,Milling,ABB,2,220,3429.898517017461,0.4858646230736364,0.45734711770239933,0.6681379134471039,0.4893502998357886,0.3291896637555055,0.381158893458542,5196,0
2023-03-13,4,Robotic,Fanuc,8,185,6615.940531830918,0.615016793353266,0.7131669429779777,0.7489099284919376,0.2918401088798531,0.42421776224430524,0.4886888523695658,3830,1
